"unit_id","project_id","status","name","building","type","floor","rooms","bedrooms","size","price","current_price","source_current_price","price_bin","size_bin","price_per_sqmt","price_per_sqmt_bin","Apartment","Unit_category","blocked","External_managed","reserved_at","sold_perc","sold_perc_cum","first_res_req","first_purchase_at","first_cancelation_req_at","first_cancelation_paid_at","number_of_reservations","sales_start"
"100",75931,0,LOS EUCALIPTOS ES 03.0.3,3.0,1.0,EG,2.0,,113.39,375000.0,375000.0,CMS,"(139490.0, 431655.0]","(66.0, 734.0]",3307.169944439545,"(-1.0, 6994.0]",APARTMENT,Apartment,0,0,,,,,,,,,2018-09-18
"10000",80374,0, 01.02.02,1.0,1.0,"02.OG",2.0,,59.86,475000.0,475000.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",7935.1820915469425,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-08-18
"10001",80374,0, 01.02.03,1.0,1.0,"02.OG",1.0,,44.43,359000.0,359000.0,CMS,"(139490.0, 431655.0]","(21.0, 66.0]",8080.126040963313,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-08-18
"10002",80374,0, 01.02.04,1.0,1.0,"02.OG",3.0,,83.99,649000.0,649000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",7727.1103702821765,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-08-18
"10003",80374,0,"01.03.01",1.0,6.0,"03.OG",4.0,,119.58,995000.0,995000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",8320.789429670514,"(6994.0, 14599.0]",ROOFTOP_APARTMENT,Apartment,0,0,,,,,,,,,2022-08-18
"10004",80374,0,"01.03.02",1.0,6.0,"03.OG",4.0,,114.13,959000.0,959000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",8402.69867694734,"(6994.0, 14599.0]",ROOFTOP_APARTMENT,Apartment,0,0,,,,,,,,,2022-08-18
"10005",80374,1, 02.00.01,2.0,1.0,"00.EG",2.0,,40.94,339000.0,339000.0,Context_Reservation,"(139490.0, 431655.0]","(21.0, 66.0]",8280.410356619444,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,2022-09-27 00:00:00.000,,,2022-09-27,,,,3,2022-08-18
"10006",80374,0,"02.00.02",2.0,1.0,"00.EG",3.0,,79.08,629000.0,629000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",7953.970662620131,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-08-18
"10007",80374,0, 02.00.03,2.0,1.0,"00.EG",2.0,,52.05,425000.0,425000.0,CMS,"(139490.0, 431655.0]","(21.0, 66.0]",8165.2257444764655,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-08-18
"10008",80374,0,"02.00.04",2.0,1.0,"00.EG",3.0,,89.58,699000.0,699000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",7803.0810448760885,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-08-18
"10009",80374,0,"02.01.01",2.0,1.0,"01.OG",3.0,,86.28,669000.0,669000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",7753.824756606397,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-08-18
"10010",80374,1, 02.01.02,2.0,1.0,"01.OG",2.0,,51.99,419000.0,419000.0,Context_Reservation,"(139490.0, 431655.0]","(21.0, 66.0]",8059.242161954222,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,2022-10-10 00:00:00.000,,,2022-10-10,,,,1,2022-08-18
"10011",80374,0, 02.01.03,2.0,1.0,"01.OG",2.0,,51.29,419000.0,419000.0,CMS,"(139490.0, 431655.0]","(21.0, 66.0]",8169.233768765841,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-08-18
"10012",80374,0,"02.01.04",2.0,1.0,"01.OG",3.0,,88.68,699000.0,699000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",7882.273342354532,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-08-18
"10013",80374,0,"02.02.01",2.0,6.0,"02.OG",4.0,,132.1,1139000.0,1139000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",8622.2558667676,"(6994.0, 14599.0]",ROOFTOP_APARTMENT,Apartment,0,0,,,,,,,,,2022-08-18
"10014",80374,0,"02.02.02",2.0,6.0,"02.OG",4.0,,134.05,1149000.0,1149000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",8571.42857142857,"(6994.0, 14599.0]",ROOFTOP_APARTMENT,Apartment,0,0,,,,,,,,,2022-08-18
"10015",80276,1,GE VER_02_00_63 + VER_02_01_70,1.0,1.0,-01.UG-01.OG,10.0,,317.5,3980000.0,3980000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",12535.433070866142,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-06-29
"10015",80276,1,GE VER_02_00_63 + VER_02_01_70,1.0,1.0,-01.UG-01.OG,10.0,,317.5,3980000.0,3980000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",12535.433070866142,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-06-29
"10015",80276,1,GE VER_02_00_63 + VER_02_01_70,1.0,1.0,-01.UG-01.OG,10.0,,317.5,3980000.0,3980000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",12535.433070866142,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-09-08
"10015",80276,1,GE VER_02_00_63 + VER_02_01_70,1.0,1.0,-01.UG-01.OG,10.0,,317.5,3980000.0,3980000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",12535.433070866142,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,
"10015",80276,1,GE VER_02_00_63 + VER_02_01_70,1.0,1.0,-01.UG-01.OG,10.0,,317.5,3980000.0,3980000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",12535.433070866142,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2021-03-03
"10015",80276,1,GE VER_02_00_63 + VER_02_01_70,1.0,1.0,-01.UG-01.OG,10.0,,317.5,3980000.0,3980000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",12535.433070866142,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2021-05-06
"10016",80276,1,GE VER_02_00_64,1.0,1.0,-01.UG-00.EG,8.0,,275.75,3270000.0,3270000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",11858.56754306437,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-06-29
"10016",80276,1,GE VER_02_00_64,1.0,1.0,-01.UG-00.EG,8.0,,275.75,3270000.0,3270000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",11858.56754306437,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-06-29
"10016",80276,1,GE VER_02_00_64,1.0,1.0,-01.UG-00.EG,8.0,,275.75,3270000.0,3270000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",11858.56754306437,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-09-08
"10016",80276,1,GE VER_02_00_64,1.0,1.0,-01.UG-00.EG,8.0,,275.75,3270000.0,3270000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",11858.56754306437,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,
"10016",80276,1,GE VER_02_00_64,1.0,1.0,-01.UG-00.EG,8.0,,275.75,3270000.0,3270000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",11858.56754306437,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2021-03-03
"10016",80276,1,GE VER_02_00_64,1.0,1.0,-01.UG-00.EG,8.0,,275.75,3270000.0,3270000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",11858.56754306437,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2021-05-06
"10017",80276,1,GE VER_03_00_65,1.0,1.0,-01.UG-00.EG,5.0,,169.75,1820000.0,1820000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10721.649484536083,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,2022-09-07 00:00:00.000,,,2022-09-07,,,,1,2020-06-29
"10017",80276,1,GE VER_03_00_65,1.0,1.0,-01.UG-00.EG,5.0,,169.75,1820000.0,1820000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10721.649484536083,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,2022-09-07 00:00:00.000,,,2022-09-07,,,,1,2020-06-29
"10017",80276,1,GE VER_03_00_65,1.0,1.0,-01.UG-00.EG,5.0,,169.75,1820000.0,1820000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10721.649484536083,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,2022-09-07 00:00:00.000,,,2022-09-07,,,,1,2020-09-08
"10017",80276,1,GE VER_03_00_65,1.0,1.0,-01.UG-00.EG,5.0,,169.75,1820000.0,1820000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10721.649484536083,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,2022-09-07 00:00:00.000,,,2022-09-07,,,,1,
"10017",80276,1,GE VER_03_00_65,1.0,1.0,-01.UG-00.EG,5.0,,169.75,1820000.0,1820000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10721.649484536083,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,2022-09-07 00:00:00.000,,,2022-09-07,,,,1,2021-03-03
"10017",80276,1,GE VER_03_00_65,1.0,1.0,-01.UG-00.EG,5.0,,169.75,1820000.0,1820000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10721.649484536083,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,2022-09-07 00:00:00.000,,,2022-09-07,,,,1,2021-05-06
"10018",80276,1,GE VER_03_00_66,1.0,1.0,-01.UG-00.EG,3.0,,173.25,1900000.0,1900000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10966.810966810966,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-06-29
"10018",80276,1,GE VER_03_00_66,1.0,1.0,-01.UG-00.EG,3.0,,173.25,1900000.0,1900000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10966.810966810966,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-06-29
"10018",80276,1,GE VER_03_00_66,1.0,1.0,-01.UG-00.EG,3.0,,173.25,1900000.0,1900000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10966.810966810966,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-09-08
"10018",80276,1,GE VER_03_00_66,1.0,1.0,-01.UG-00.EG,3.0,,173.25,1900000.0,1900000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10966.810966810966,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,
"10018",80276,1,GE VER_03_00_66,1.0,1.0,-01.UG-00.EG,3.0,,173.25,1900000.0,1900000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10966.810966810966,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2021-03-03
"10018",80276,1,GE VER_03_00_66,1.0,1.0,-01.UG-00.EG,3.0,,173.25,1900000.0,1900000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10966.810966810966,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2021-05-06
"10019",80276,0,GE VER_04_00_67,1.0,1.0,-01.UG-00.EG,4.0,,269.0,2941000.0,2941000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10933.085501858735,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-06-29
"10019",80276,0,GE VER_04_00_67,1.0,1.0,-01.UG-00.EG,4.0,,269.0,2941000.0,2941000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10933.085501858735,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-06-29
"10019",80276,0,GE VER_04_00_67,1.0,1.0,-01.UG-00.EG,4.0,,269.0,2941000.0,2941000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10933.085501858735,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-09-08
"10019",80276,0,GE VER_04_00_67,1.0,1.0,-01.UG-00.EG,4.0,,269.0,2941000.0,2941000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10933.085501858735,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,
"10019",80276,0,GE VER_04_00_67,1.0,1.0,-01.UG-00.EG,4.0,,269.0,2941000.0,2941000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10933.085501858735,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2021-03-03
"10019",80276,0,GE VER_04_00_67,1.0,1.0,-01.UG-00.EG,4.0,,269.0,2941000.0,2941000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10933.085501858735,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2021-05-06
"10020",80276,0,GE VER_04_00_68,1.0,1.0,-01.UG-00.EG,7.0,,261.5,2736000.0,2736000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10462.715105162524,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-06-29
"10020",80276,0,GE VER_04_00_68,1.0,1.0,-01.UG-00.EG,7.0,,261.5,2736000.0,2736000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10462.715105162524,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-06-29
"10020",80276,0,GE VER_04_00_68,1.0,1.0,-01.UG-00.EG,7.0,,261.5,2736000.0,2736000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10462.715105162524,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2020-09-08
"10020",80276,0,GE VER_04_00_68,1.0,1.0,-01.UG-00.EG,7.0,,261.5,2736000.0,2736000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10462.715105162524,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,
"10020",80276,0,GE VER_04_00_68,1.0,1.0,-01.UG-00.EG,7.0,,261.5,2736000.0,2736000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10462.715105162524,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2021-03-03
"10020",80276,0,GE VER_04_00_68,1.0,1.0,-01.UG-00.EG,7.0,,261.5,2736000.0,2736000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",10462.715105162524,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2021-05-06
"10022",80385,0,TOP 001,1.0,1.0,-01.UG,3.0,,76.86,674716.0,674716.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",8778.506375227687,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10023",80385,0,TOP 002,1.0,1.0,-01.UG,2.0,,64.07,537688.0,537688.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",8392.19603558608,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10024",80385,0,TOP 003,1.0,1.0,-01.UG,2.0,,63.94,555388.0,555388.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",8686.080700656867,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10025",80385,0,TOP 010,1.0,1.0,"00.EG",2.0,,41.47,388884.0,388884.0,CMS,"(139490.0, 431655.0]","(21.0, 66.0]",9377.477694719075,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10026",80385,1,TOP 011,1.0,1.0,"00.EG",2.0,,41.47,388884.0,388884.0,CMS,"(139490.0, 431655.0]","(21.0, 66.0]",9377.477694719075,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10027",80385,0,TOP 012,1.0,1.0,"00.EG",2.0,,41.47,397860.0,397860.0,CMS,"(139490.0, 431655.0]","(21.0, 66.0]",9593.92331806125,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10028",80385,0,TOP 013,1.0,1.0,"00.EG",2.0,,65.26,591340.0,591340.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",9061.29328838492,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10029",80385,0,TOP 014,1.0,1.0,"00.EG",2.0,,65.13,582364.0,582364.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",8941.563027790573,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10030",80385,2,TOP 015,1.0,1.0,"00.EG",2.0,,65.13,525500.0,525500.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",8068.478427759866,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,0.01639344262295082,,,,,,,2022-09-15
"10031",80385,0,TOP 016,1.0,1.0,"00.EG",2.0,,65.11,584710.0,584710.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",8980.340961449854,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10032",80385,0,TOP 017,1.0,1.0,"00.EG",2.0,,60.45,487212.0,487212.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",8059.751861042183,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10033",80385,0,TOP 018,1.0,1.0,"00.EG",2.0,,65.13,563790.0,563790.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",8656.379548595118,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10034",80385,0,TOP 019,1.0,1.0,"00.EG",2.0,,65.13,602410.0,602410.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",9249.347458928298,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10035",80385,0,TOP 020,1.0,1.0,"00.EG",3.0,,76.56,707266.0,707266.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",9238.061650992686,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10036",80385,0,TOP 101,1.0,1.0,"01.OG",1.0,,30.06,278956.0,278956.0,CMS,"(139490.0, 431655.0]","(21.0, 66.0]",9279.973386560214,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10037",80385,1,TOP 102,1.0,1.0,"01.OG",2.0,,41.47,397860.0,397860.0,CMS,"(139490.0, 431655.0]","(21.0, 66.0]",9593.92331806125,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10038",80385,0,TOP 103,1.0,1.0,"01.OG",2.0,,41.47,424434.0,424434.0,CMS,"(139490.0, 431655.0]","(21.0, 66.0]",10234.723896792862,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10039",80385,0,TOP 104,1.0,1.0,"01.OG",2.0,,65.13,609040.0,609040.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",9351.143866113927,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10040",80385,0,TOP 105,1.0,1.0,"01.OG",2.0,,65.13,609040.0,609040.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",9351.143866113927,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10041",80385,0,TOP 106,1.0,1.0,"01.OG",2.0,,65.11,593890.0,593890.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",9121.333128551682,"(6994.0, 14599.0]",APARTMENT,Apartment,1,0,,,,,,,,,2022-09-15
"10042",80385,2,TOP 107,1.0,1.0,"01.OG",2.0,,60.45,527090.0,527090.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",8719.437551695615,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,0.01639344262295082,,,,,,,2022-09-15
"10043",80385,1,TOP 108,1.0,1.0,"01.OG",2.0,,58.39,505100.0,505100.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",8650.453844836444,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10044",80385,2,TOP 109,1.0,1.0,"01.OG",2.0,,65.13,503400.0,503400.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",7729.157070474436,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,0.01639344262295082,,,,,,,2022-09-15
"10045",80385,2,TOP 110,1.0,1.0,"01.OG",2.0,,65.13,593890.0,593890.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",9118.532166436358,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,0.01639344262295082,,,,,,,2022-09-15
"10046",80385,2,TOP 111,1.0,1.0,"01.OG",2.0,,65.13,556684.0,556684.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",8547.27468140642,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,0.01639344262295082,,,,,,,2022-09-15
"10047",80385,0,TOP 112,1.0,1.0,"01.OG",2.0,,41.47,406800.0,406800.0,CMS,"(139490.0, 431655.0]","(21.0, 66.0]",9809.500843983604,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10048",80385,0,TOP 113,1.0,1.0,"01.OG",2.0,,41.47,415560.0,415560.0,CMS,"(139490.0, 431655.0]","(21.0, 66.0]",10020.737882806849,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10049",80385,0,TOP 114,1.0,1.0,"01.OG",1.0,,34.34,352320.0,352320.0,CMS,"(139490.0, 431655.0]","(21.0, 66.0]",10259.755387303436,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10050",80385,0,TOP 201,1.0,1.0,"02.OG",1.0,,30.06,287900.0,287900.0,CMS,"(139490.0, 431655.0]","(21.0, 66.0]",9577.511643379907,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10051",80385,0,TOP 202,1.0,1.0,"02.OG",4.0,,121.82,1031000.0,1031000.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",8463.306517813167,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10052",80385,2,TOP 203,1.0,1.0,"02.OG",2.0,,65.25,514300.0,514300.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",7881.992337164751,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,0.01639344262295082,,,,,,,2022-09-15
"10053",80385,2,TOP 204,1.0,1.0,"02.OG",2.0,,60.45,494893.0,494893.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",8186.815550041356,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,0.01639344262295082,,,,,,,2022-09-15
"10054",80385,2,TOP 205,1.0,1.0,"02.OG",2.0,,58.39,439900.0,439900.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",7533.824284980305,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,0.01639344262295082,,,,,,,2022-09-15
"10055",80385,0,TOP 206,1.0,1.0,"02.OG",2.0,,65.25,500968.0,500968.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",7677.6704980842915,"(6994.0, 14599.0]",APARTMENT,Apartment,1,0,,,,,,,,,2022-09-15
"10056",80385,2,TOP 207,1.0,1.0,"02.OG",4.0,,121.43,874500.0,874500.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",7201.679980235526,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,0.01639344262295082,,,,,,,2022-09-15
"10057",80385,0,TOP 208,1.0,1.0,"02.OG",1.0,,34.44,362800.0,362800.0,CMS,"(139490.0, 431655.0]","(21.0, 66.0]",10534.262485481999,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10058",80385,2,TOP 301,1.0,1.0,"03.OG",4.0,,108.0,879790.0,879790.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",8146.2037037037035,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,0.01639344262295082,,,,,,,2022-09-15
"10059",80385,2,TOP 302,1.0,1.0,"03.OG",2.0,,60.45,466000.0,466000.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",7708.850289495451,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,0.01639344262295082,,,,,,,2022-09-15
"10060",80385,2,TOP 303,1.0,1.0,"03.OG",2.0,,58.39,486780.0,486780.0,CMS,"(431655.0, 9490000.0]","(21.0, 66.0]",8336.70148998116,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,0.01639344262295082,,,,,,,2022-09-15
"10061",80385,1,TOP 304,1.0,1.0,"03.OG",4.0,,112.76,983900.0,983900.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",8725.611919120254,"(6994.0, 14599.0]",APARTMENT,Apartment,0,0,,,,,,,,,2022-09-15
"10062",80385,0,TOP 401,1.0,6.0,"04.OG",3.0,,146.58,1151706.0,1151706.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",7857.183790421612,"(6994.0, 14599.0]",ROOFTOP_APARTMENT,Apartment,1,0,,,,,,,,,2022-09-15
"10063",80385,0,TOP M8,2.0,9.0,-01.UG-01.OG,4.0,,113.87,1063500.0,1063500.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",9339.597786950031,"(6994.0, 14599.0]",VILLA_HOUSE,Apartment,0,0,,,,,,,,,2022-09-15
"10064",80385,0,TOP L2,2.0,9.0,-01.UG-01.OG,4.0,,153.57,1421700.0,1421700.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",9257.66751318617,"(6994.0, 14599.0]",VILLA_HOUSE,Apartment,0,0,,,,,,,,,2022-09-15
"10065",80385,0,TOP L3,2.0,9.0,-01.UG-01.OG,4.0,,153.57,1457500.0,1457500.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",9490.785960799636,"(6994.0, 14599.0]",VILLA_HOUSE,Apartment,0,0,,,,,,,,,2022-09-15
"10066",80385,0,TOP L4,2.0,9.0,-01.UG-01.OG,4.0,,153.57,1457500.0,1457500.0,CMS,"(431655.0, 9490000.0]","(66.0, 734.0]",9490.785960799636,"(6994.0, 14599.0]",VILLA_HOUSE,Apartment,0,0,,,,,,,,,2022-09-15
"10067",80385,1,TOP S6,2.0,9.0,-01.UG-01.OG,2.0,,55.91,687400.0,687400.0,Context_Reservation,"(431655.0, 9490000.0]","(21.0, 66.0]",12294.75943480594,"(6994.0, 14599.0]",VILLA_HOUSE,Apartment,0,0,2022-10-20 00:00:00.000,,,2022-10-15,,2022-10-20,,2,2022-09-15
